1569489202737	TYPE_ACCELEROMETER	-1.486496	2.2672882	8.861649	2
1569489202737	TYPE_ROTATION_VECTOR	0.14072795	0.0059341975	-0.5209392	3
1569489202757	TYPE_ACCELEROMETER	-1.4685516	2.3522797	8.889191	2
1569489202757	TYPE_ROTATION_VECTOR	0.14151889	0.006665758	-0.5171567	3
1569489202777	TYPE_ACCELEROMETER	-1.3386536	2.3642578	8.875412	2
1569489202777	TYPE_ROTATION_VECTOR	0.14218071	0.0070214155	-0.51303935	3
1569489202797	TYPE_ACCELEROMETER	-1.2596588	2.4223175	8.858658	2
1569489202797	TYPE_ROTATION_VECTOR	0.14177066	0.0067638713	-0.5096166	3
1569489202817	TYPE_ACCELEROMETER	-1.3189087	2.3905945	8.981964	2
1569489202817	TYPE_ROTATION_VECTOR	0.14103192	0.006415192	-0.5062646	3
1569489202837	TYPE_ACCELEROMETER	-1.3272858	2.278061	9.329712	2
1569489202837	TYPE_ROTATION_VECTOR	0.13970631	0.0070091486	-0.50320095	3
1569489202856	TYPE_ACCELEROMETER	-1.3661957	2.2433472	9.585297	2
1569489202856	TYPE_ROTATION_VECTOR	0.13732666	0.007879151	-0.50180405	3
1569489202876	TYPE_ACCELEROMETER	-1.3703766	2.4498444	9.860626	2
1569489202876	TYPE_ROTATION_VECTOR	0.13522038	0.008792493	-0.50041807	3
1569489202896	TYPE_ACCELEROMETER	-1.3805542	2.554596	9.623611	2
1569489202896	TYPE_ROTATION_VECTOR	0.13596645	0.008473786	-0.4988757	3
1569489202916	TYPE_ACCELEROMETER	-1.4667511	2.5917053	9.482956	2
1569489202916	TYPE_ROTATION_VECTOR	0.13825254	0.0073612058	-0.4970958	3
1569489202936	TYPE_ACCELEROMETER	-1.5254059	2.4773712	9.366226	2
1569489202936	TYPE_ROTATION_VECTOR	0.14015707	0.0053417045	-0.49562111	3
1569489202956	TYPE_ACCELEROMETER	-1.6720428	2.3989716	9.365631	2
1569489202956	TYPE_ROTATION_VECTOR	0.14164561	0.0035337487	-0.494597	3
1569489202976	TYPE_ACCELEROMETER	-1.7725983	2.4277039	9.1106415	2
1569489202976	TYPE_ROTATION_VECTOR	0.14302318	0.0023341896	-0.49387544	3
1569489202995	TYPE_ACCELEROMETER	-1.7444763	2.5904999	8.976578	2
1569489202995	TYPE_ROTATION_VECTOR	0.14431249	0.0017118386	-0.49288467	3
1569489203015	TYPE_ACCELEROMETER	-1.4122772	2.713211	8.972977	2
1569489203015	TYPE_ROTATION_VECTOR	0.14436819	1.0448828E-4	-0.4920466	3
1569489203035	TYPE_ACCELEROMETER	-1.4062958	2.7928162	8.941254	2
1569489203035	TYPE_ROTATION_VECTOR	0.1427082	-0.003077236	-0.4913822	3
1569489203055	TYPE_ACCELEROMETER	-1.2333221	2.8466797	9.385971	2
1569489203055	TYPE_ROTATION_VECTOR	0.1399055	-0.0063574547	-0.49156907	3
1569489203075	TYPE_ACCELEROMETER	-1.1136017	2.6844788	10.013855	2
1569489203075	TYPE_ROTATION_VECTOR	0.13539383	-0.009859976	-0.49275798	3
1569489203095	TYPE_ACCELEROMETER	-1.0040741	2.1092682	10.603439	2
1569489203095	TYPE_ROTATION_VECTOR	0.12925689	-0.013226707	-0.49499407	3
1569489203115	TYPE_ACCELEROMETER	-1.0519562	1.6890869	11.457565	2
1569489203115	TYPE_ROTATION_VECTOR	0.12152105	-0.015710574	-0.4985001	3
1569489203134	TYPE_ACCELEROMETER	-1.418869	1.8465118	11.808914	2
1569489203134	TYPE_ROTATION_VECTOR	0.1139511	-0.017368203	-0.5031458	3
1569489203154	TYPE_ACCELEROMETER	-1.5325928	2.1409912	11.084671	2
1569489203154	TYPE_ROTATION_VECTOR	0.10892605	-0.019141126	-0.50712717	3
1569489203174	TYPE_ACCELEROMETER	-1.7247314	2.0105133	10.496887	2
1569489203174	TYPE_ROTATION_VECTOR	0.10653726	-0.021035092	-0.50984406	3
1569489203194	TYPE_ACCELEROMETER	-1.6481171	1.5388489	10.9565735	2
1569489203194	TYPE_ROTATION_VECTOR	0.10456905	-0.021468272	-0.5124947	3
1569489203214	TYPE_ACCELEROMETER	-1.363205	0.86846924	12.083649	2
1569489203214	TYPE_ROTATION_VECTOR	0.100447096	-0.020596184	-0.5156284	3
1569489203234	TYPE_ACCELEROMETER	-1.3314819	0.72302246	12.724701	2
1569489203234	TYPE_ROTATION_VECTOR	0.09473148	-0.01977896	-0.51925087	3
1569489203254	TYPE_ACCELEROMETER	-1.2129669	0.87506104	12.039963	2
1569489203254	TYPE_ROTATION_VECTOR	0.0909142	-0.020420723	-0.5224447	3
1569489203273	TYPE_ACCELEROMETER	-0.84724426	0.8229828	10.445419	2
1569489203273	TYPE_ROTATION_VECTOR	0.09095978	-0.022703279	-0.5241091	3
1569489203293	TYPE_ACCELEROMETER	-0.3223114	0.8618927	9.138779	2
1569489203293	TYPE_ROTATION_VECTOR	0.093674466	-0.025590286	-0.5242714	3
1569489203313	TYPE_ACCELEROMETER	0.16012573	0.69369507	8.31517	2
1569489203313	TYPE_ROTATION_VECTOR	0.09683931	-0.02921436	-0.5236456	3
1569489203333	TYPE_ACCELEROMETER	0.5665283	0.4614563	8.57016	2
1569489203333	TYPE_ROTATION_VECTOR	0.10045275	-0.035123657	-0.52413887	3
1569489203353	TYPE_ACCELEROMETER	0.8664093	0.42375183	8.940659	2
1569489203353	TYPE_ROTATION_VECTOR	0.10045275	-0.035123657	-0.52413887	3
